"id";"sritieskodas";"sritis";"forma";"vykdytojas";"projektas";"suma";"nefinansuojamadalis"
"500";"1.12";"literatūra";"Asociacija";"Lietuvos rašytojų sąjunga";"Daugiabalsė Lvove: baltarusių, lietuvių, moldovų, lenkų rašytojų III forumas";"9900.00";
"501";"1.12";"literatūra";"Asociacija";"Lietuvos rašytojų sąjunga";"Literatūros seimelis";"8000.00";
"502";"1.12";"literatūra";"Asociacija";"Lietuvos rašytojų sąjunga";"Skaitymo valandos";"7000.00";
"503";"1.12";"literatūra";"Asociacija";"Lietuvos rašytojų sąjunga";"Paskaitos, kūrybinės dirbtuvės ""Vasaros akademija""";"7000.00";
"504";"1.12";"literatūra";"Asociacija";"Lietuvos rašytojų sąjunga";"Paskaitos ir kūrybinės dirbtuvės ""Rudens akademija""";"6000.00";
"505";"1.12";"literatūra";"Asociacija";"Lietuvos rašytojų sąjunga";"Lietuvos rašytojų sąjungos dalyvavimas tarptautinių organizacijų veikloje 2015";"4500.00";"Administravimo išlaidos"
"506";"1.12";"literatūra";"Asociacija";"Lietuvos rašytojų sąjunga";"Donelaičio atlasas 2015";"4300.00";
"507";"1.12";"literatūra";"VšĮ";"Lietuvos rašytojų sąjungos leidykla";"Kęstutis Urba Auginančioji literatūra";"4500.00";
"508";"1.12";"literatūra";"VšĮ";"Lietuvos rašytojų sąjungos leidykla";"Laura Sintija Černiauskaitė, Renata Šerelytė.Hepi fjucer. Aštuoniolika novelių";"4100.00";
"509";"1.12";"literatūra";"VšĮ";"Lietuvos rašytojų sąjungos leidykla";"Romualdo Granausko Baltas liūdesio balandis";"4000.00";
"510";"1.12";"literatūra";"VšĮ";"Lietuvos rašytojų sąjungos leidykla";"Birutė Jonuškaitė.Maranta. Romanas";"4000.00";
"511";"1.12";"literatūra";"VšĮ";"Lietuvos rašytojų sąjungos leidykla";"Sigito Gedos dienorasčių Žydinčių bulvių sapnai išleidimas";"3600.00";
"512";"1.12";"literatūra";"VšĮ";"Lietuvos rašytojų sąjungos leidykla";"Knygos Aldona Liobytė (1915-1985) korespondencijos fragmentai išleidimas";"3000.00";
"513";"1.12";"literatūra";"VšĮ";"Lietuvos rašytojų sąjungos leidykla";"Donaldo Kajoko poezijos knygos""Apie vandenis, medžius ir vėjus"" išleidimas";"2500.00";
"514";"1.12";"literatūra";"VšĮ";"Lietuvos rašytojų sąjungos leidykla";"Rimvydo Stankevičiaus knygos ""Kertinis skiemuo"" išleidimas";"2500.00";
"515";"1.12";"literatūra";"VšĮ";"Lietuvos rašytojų sąjungos leidykla";"Ramutės Skučaitės poezijos knygos Nepaslaptį atskleidus išleidimo";"2500.00";
"516";"1.12";"literatūra";"VšĮ";"Lietuvos rašytojų sąjungos leidykla";"Antano Kalanavičiaus poezijos rinktinės Dvi saujos laiko";"2500.00";
"517";"1.12";"literatūra";"VšĮ";"Lietuvos rašytojų sąjungos leidykla";"Pirmoji knyga. Proza";"1800.00";
"518";"1.12";"literatūra";"VšĮ";"Lietuvos rašytojų sąjungos leidykla";"Pirmoji knyga. Poezija";"1800.00";
"519";"1.12";"literatūra";"VšĮ";"Lietuvos rašytojų sąjungos leidykla";"Juliaus Kelero poezijos knygos Erškėtuogės kopose";"1000.00";
"520";"1.12";"literatūra";"Labdaros i";"Lietuvos rašytojų sąjungos literatūros fondas";"Knygų presas: apžvalgos, kritika, situacija";"5400.00";
"521";"1.6";"teatras";"BĮ";"Lietuvos rusų dramos teatras";"Vladimiro Sorokino romano „Ledas“ inscenizacija";"10000.00";
"522";"1.2";"tarpsritiniai projektai";"Asociacija";"Lietuvos šeimų, auginančių kurčius ir neprigirdinčius vaikus, bendrija PAGAVA";"Lietuvos ir Baltarusijos kurčiųjų jaunimo teatras";"8000.00";
"523";"1.10-";"šokis";"VšĮ";"Lietuvos šokio informacijos centras";"Batsheva Ensemble pristatymas ir tarptautinė šokio politikos konferencija";"25000.00";
"524";"1.10-";"šokis";"VšĮ";"Lietuvos šokio informacijos centras";"Vasaros šokio mokykla""15";"20000.00";
"525";"1.10-";"šokis";"VšĮ";"Lietuvos šokio informacijos centras";"Lithuania Dance Scene 2015";"15000.00";
"526";"1.10-";"šokis";"VšĮ";"Lietuvos šokio informacijos centras";"Užsienio šokio ekspertai Lietuvoje";"13000.00";
"527";"1.10-";"šokis";"VšĮ";"Lietuvos šokio informacijos centras";"Lietuvos, Ukrainos, Baltarusijos ir Lenkijos šokio festivalių mainai";"12000.00";
"528";"1.5";"tarpdisciplininis menas";"Asociacija";"Lietuvos tarpdisciplininio meno kūrėjų sąjunga";"""Pasidaryk pats"" kūrybinės eksperimentinės dirbtuvės";"5000.00";
"529";"1.15";"mėgėjų menas";"VšĮ";"Lietuvos tautinių mažumų folkloro ir etnografijos centras";"X tarptautinis folkloro festivalis Pokrovskije kolokola";"3000.00";"Dalyvių kelionės išlaidos"
"530";"1.15";"mėgėjų menas";"VšĮ";"Lietuvos tautinių mažumų folkloro ir etnografijos centras";"IV respublikinis vaikų ir jaunimo konkursas - festivalis Tradicijų paveldėtojai";"2000.00";"Administravimo išlaidos"
"531";"1.14";"etninė kultūra ir tautodailė";"Asociacija";"Lietuvos tautodailininkų sąjungos Šiaulių skyrius";"Respublikinė tautodailės paroda ""Tradicijos dermė: žemaitiškas užsispyrimas, aukštaitiškas santūrumas""";"3200.00";
"532";"1.18";"muziejus";"BĮ";"Lietuvos teatro, muzikos ir kino muziejus";"Animacijos edukacinė programa mokiniams ""Etnografinių regionų pasakos""";"5000.00";
"533";"1.11";"muzika";"Asociacija";"Lietuvos varinių pučiamųjų instrumentų orkestrų asociacija";"Dalyvavimas Europos varinių pučiamųjų instrumentų orkestrų čempionate Freiburg (Vokietija)";"6500.00";
"534";"1.15";"mėgėjų menas";"Asociacija";"Lietuvos varinių pučiamųjų instrumentų orkestrų asociacija";"Vario audra 2015";"5000.00";
"535";"1.17";"archyvas";"BĮ";"Lietuvos ypatingasis archyvas";"Lietuvos ypatingojo archyvo KGB dokumentų skaityklos atnaujinimas, įkuriant daugiafunkcinės paskirties dokumentų sklaidos, edukacijos ir informacijos centrą";"14000.00";
"536";"1.13";"kinas";"Asociacija";"Lietuvos žmogaus teisių centras";"9-asis tarptautinis dokumentinių filmų festivalis ""Nepatogus kinas""";"20000.00";
"537";"1.13";"kinas";"Asociacija";"Lietuvos žmonių su negalia sąjunga";"Socialinis kino pleneras Jaunieji kino kūrėjai"" 2015 ir sklaida Lietuvos regionuose";"10000.00";
"538";"1.19";"kultūros paveldas";"Asociacija";"Lietuvos žmonių su negalia sąjunga";"Lietuvos nekilnojamas kultūros paveldas prieinamas visiems";"10300.00";
"539";"1.2";"tarpsritiniai projektai";"Asociacija";"Lietuvos žmonių su negalia sąjunga";"Universalaus dizaino principų taikymas kultūros paveldo objektuose";"3000.00";
"540";"1.5";"tarpdisciplininis menas";"Asociacija";"Lietuvos žmonių su negalia sąjunga";"Socialinis tarpdisciplininio meno forumas ir inovatyvios metodikos sklaida";"10000.00";
"541";"1.6";"teatras";"Asociacija";"Lietuvos žmonių su negalia sąjunga";"Teatro teritorija: tarptautinis neįgaliųjų teatrų festivalis";"10000.00";
"542";"1.19";"kultūros paveldas";"Asociacija";"Lietuvos žydų (litvakų) bendruomenė";"Lietuvos paveldosaugos specialistų kvalifikacijos kėlimas žydų istorijos ir kultūros paveldo apsaugos bei aktualizavimo klausimais";"1000.00";"Kelionės į Lenkiją išlaidos"
"543";"1.15";"mėgėjų menas";"BĮ";"Linkuvos kultūros centras";"Respublikinis vokalinių ansamblių festivalis - konkursas ""Kur aukštas klevas""";"1700.00";
"544";"1.13";"kinas";"VšĮ";"Lino lėlės";"Kūrybinės kino ir teatro dirbtuvės ""Krašto kinas. Kino jungtys""";"4000.00";
"545";"1.6";"teatras";"VšĮ";"Lino lėlės";"Teatras be nuotolio (lėlių spektaklio „Lietuviška pasaka apie tris seseris“ sklaida";"5000.00";
"546";"1.13";"kinas";"VšĮ";"Lithuanian shorts";"10-asis tarptautinis trumpų filmų festivalis ""Vilniaus kino šortai 2015""";"12000.00";
"547";"1.11";"muzika";"VšĮ";"Liudo Mikalausko koncertai";"V-asis tarptautinis Tauragės vokalinis muzikos festivalis";"6000.00";
"548";"1.15";"mėgėjų menas";"BĮ";"Liudviko Rėzos kultūros centras";"VIII-oji regioninė folkloro šventė ""Pūsk, Vėjuži!""";"1200.00";
"549";"1.2";"tarpsritiniai projektai";"VšĮ";"Loftas Fest";"Muzikos ir audiovizualinių menų festivalis Loftas Fest 2015";"10000.00";
"550";"1.19";"kultūros paveldas";"BĮ";"M. K. Čiurlionio namai";"Knyga su DVD ""M. K. Čiurlionio namai Vilniuje. Istorija ir veikla""";"4300.00";
"551";"1.18";"muziejus";"BĮ";"Maironio lietuvių literatūros muziejus";"Antanas Vaičiulaitis. ""Italijos vaizdai""";"2000.00";
"552";"1.18";"muziejus";"BĮ";"Maironio lietuvių literatūros muziejus";"Neskelbti Maironio rankraščiai: Šešto ir septinto sąsiuvinių leidyba";"1500.00";
"553";"1.18";"muziejus";"BĮ";"Marijos ir Jurgio Šlapelių namas- muziejus";"Muziejaus veiklos viešinimo projektas - arbatvakariai ""Lig Tave sulauksim...""";"2000.00";
"554";"1.2";"tarpsritiniai projektai";"VšĮ";"Markučių dienos veiklos centras";"Tarpsritinė meninė - socialinė akcija ""Antiidealas""";"1900.00";
"555";"1.14";"etninė kultūra ir tautodailė";"BĮ";"Mažeikių rajono Sedos kultūros centras";"Sedos krašto etninio paveldo fiksavimas ir sklaida";"2800.00";
"556";"1.15";"mėgėjų menas";"BĮ";"Mažeikių rajono Sedos kultūros centras";"Sedos jurginai";"1000.00";
"557";"1.15";"mėgėjų menas";"BĮ";"Mažeikių rajono savivaldybės kultūros centras";"III tarptautinis jaunųjų vokalistų festivalis- konkursas ""Baltic voice 2015""";"5000.00";
"558";"1.15";"mėgėjų menas";"BĮ";"Mažeikių rajono savivaldybės kultūros centras";"Dainų, šokių ir muzikos šventė";"3000.00";
"559";"1.16";"biblioteka";"BĮ";"Mažeikių rajono savivaldybės viešoji biblioteka";"Informacijos sklaidos inovacijos Mažeikių viešojoje bibliotekoje";"1500.00";"Ilgalaikio materialiojo ir nematerialiojo turto įsigijimo išlaidos"
"560";"1.16";"biblioteka";"BĮ";"Mažeikių rajono savivaldybės viešoji biblioteka";"Edukacinių renginių ciklas „Patriotiškumas – vertybė“";"1200.00";
"561";"1.19";"kultūros paveldas";"Tradicinė ";"Mažesniųjų brolių ordino Lietuvos Šv. Kazimiero provincija";"Vilniaus Šv. Pranciškaus Asyžiečio (Bernardinų) bažnyčios ir vienuolyno meninių nuotraukų albumas II etapas. Albumo leidyba.";"11700.00";
"562";"1.18";"muziejus";"BĮ";"Mažosios Lietuvos istorijos muziejus";"Lietuvos jūrinės kultūros raida 1925-2014. Jūros šventė";"5000.00";
"563";"1.13";"kinas";"UAB";"Meeds Films";"Bendruomenės gyvenimo atspindžiai dokumentiniame kine. Julijos ir Rimanto Gruodžių dokumentinių filmų rodymai Lietuvos regionuose";"5500.00";
"564";"1.2";"dizainas";"Asociacija";"Menininkų grupė ""Žuvies akis""";"Kūrybinė laboratorija ""Kryptis-jūrinis dizainas""";"5500.00";
"565";"1.13";"kinas";"VšĮ";"Meno avilys";"Kino stovykla ""Kinas ir politika""";"5000.00";
"566";"1.13";"kinas";"VšĮ";"Meno avilys";"Mediatekos fondai";"3000.00";"Ilgalaikio materialiojo ir nematerialiojo turto įsigijimo išlaidos"
"567";"1.13";"kinas";"VšĮ";"Meno dienos";"Leidinio ""Nacionalinio kino tapatybė: raida, asmenybės, kontekstai"" pirmų 5 turinio skyrių sukūrimas";"3500.00";
"568";"1.6";"teatras";"VšĮ";"Meno ekspansija";"Spektaklių ciklas „Senojo Vilniaus ikonos“";"5000.00";
"569";"1.3";"dailė";"VšĮ";"Meno forma";"Jonas Gasiūnas Šiaurės vakarų vėjas";"6000.00";
"570";"1.19";"kultūros paveldas";"Asociacija";"Meno ir Amatų Mėgėjų Klubas ""Pernakta""";"Mokyklų muziejuose saugomų archeologinių radinių paieška ir katalogizavimas";"3800.00";
"571";"1.2";"tarpsritiniai projektai";"Asociacija";"Meno kūrėjų sąjunga";"Alternatyvaus meno festivalis ""Ont grind""ų VIII""";"3000.00";
"572";"1.11";"muzika";"VšĮ";"Meno manija";"Šiaurės Lietuvos muzikos festivalis ""Biržai""";"5000.00";
"573";"1.3";"dailė";"VšĮ";"Meno parkas";"Tarptautinis tęstinis šiuolaikinio meno mainų projektas Meno linija";"14000.00";
"574";"1.3";"dailė";"VšĮ";"Meno parkas";"Art15 London";"10000.00";
"575";"1.3";"dailė";"VšĮ";"Meno parkas";"Jaunieji. Žalia sąmonė-5";"6000.00";
"576";"1.3";"dailė";"Asociacija";"MENO PROJEKTŲ STUDIJA";"Meno ir technologijos sąveika. Jūratės Teresės Urbienės patirtis";"2000.00";
"577";"1.5";"tarpdisciplininis menas";"VO";"MENO PROJEKTŲ STUDIJA";"Lietuvos menininkų rezidencijos užsienyje";"12000.00";
"578";"1.3";"dailė";"Asociacija";"Meno projektų studija";"Tarptautiniai tekstilės menininkų ir dizainerių kūrybos pristatymai, kūrybinės dirbtuvės";"4000.00";
"579";"1.3";"dailė";"UAB";"Meno rinkos agentūra";"Tyrimo Lietuvos vaizduojamojo meno antrinė rinka: raida, ypatumai, tendencijos spaudos darbai";"5000.00";
"580";"1.3";"dailė";"UAB";"Meno rinkos agentūra";"Prano Gailiaus abstrakčios tapybos ciklo pristatymas Lietuvoje";"4000.00";
"581";"1.2";"tarpsritiniai projektai";"VšĮ";"Menų fabrikas";"LRT Opus terasa MIESTE";"5000.00";
"582";"1.10-";"šokis";"VšĮ";"Menų spaustuvė";"Menų spaustuvės šokio spektaklių pristatymas tarptautinio festivalio ""Edinburgh Fringe"" programoje";"20700.97";
"583";"1.10-";"šokis";"VšĮ";"Menų spaustuvė";"Spektaklio ""Contemporary?"" pristatymas tarptautiniuose festivaliuose";"8166.70";
"584";"1.2";"tarpsritiniai projektai";"VšĮ";"Menų spaustuvė";"Tarptautinis festivalis vaikams ir jaunimui ""KITOKS""15""";"18000.00";
"585";"1.2";"tarpsritiniai projektai";"VšĮ";"Menų spaustuvė";"Po pamokų!: spektakliai vaikams ir jaunimui";"10000.00";
"586";"1.2";"tarpsritiniai projektai";"VšĮ";"Menų spaustuvė";"""Menų spaustuvėje"" sukurtų darbų sklaida";"10000.00";
"587";"1.2";"tarpsritiniai projektai";"VšĮ";"Menų spaustuvė";"""Tėčio pasaka"": scenos menų ir animacijos spektaklis vaikams";"10000.00";
"588";"1.6";"teatras";"VšĮ";"Menų spaustuvė";"Atvira erdvė jauniems menininkams";"15000.00";
"589";"1.7";"cirkas";"VšĮ";"Menų spaustuvė";"Tarptautinis šiuolaikinio cirko festivalis „Naujojo cirko savaitgalis“";"37000.00";
"590";"1.12";"literatūra";"VšĮ";"Menų valtys";"Evos Ibbotson knygos „Šuo ir jo berniukas“ leidyba";"3500.00";
"591";"1.12";"literatūra";"VšĮ";"Menų valtys";"Kęstučio Kasparavičiaus knygos „Tinginių šalis“ leidyba";"3200.00";
"592";"1.3";"dailė";"VšĮ";"Menų Vartai";"Jaunųjų menininkų iš vienos grupinė paroda";"8000.00";
"593";"1.3";"dailė";"VšĮ";"Menų Vartai";"Erwin Wurm retrospektyva";"5000.00";
"594";"1.15";"mėgėjų menas";"VšĮ";"Miesto šventė";"Respublikinė kaimo kapelų šventė - varžytuvės ""Grok, Jurgeli 2015""";"2000.00";
"595";"1.3";"dailė";"IĮ";"Mildos Knyzelienės įmonė";"6-asis tarptautinis akvarelininkų pleneras ""Užventis. AQUArelle""15""";"2000.00";
"596";"1.12";"literatūra";"AB";"Mintis";"""Lietuvių mitologija. Iš Norberto Vėliaus palikimo, III tomo"" leidyba";"2500.00";
"597";"1.12";"literatūra";"AB";"Mintis";"""Josephas Frankas. Atsiminimai. II knyga"" leidyba";"2500.00";
"598";"1.15";"mėgėjų menas";"Asociacija";"Mišrus choras Saluto";"Daina, jungianti Lietuvą ir Angliją";"2800.00";
"599";"1.3";"dailė";"VšĮ";"Mobili galerija";"Tapybos darbų paroda ""Bažnyčia""";"2700.00";
"600";"1.12";"literatūra";"VšĮ";"Modernaus meno centras";"Leidinys/modernaus meno istorijos knyga. Will Gompertz ""Ar tai menas? 150 modernaus meno istorijos metų akimirksniu";"5400.00";
"601";"1.12";"literatūra";"VšĮ";"Modernaus meno centras";"Leidinys/romanas jaunimui apie meną.Bjorn Sortland ""Minutė tiesos""";"4100.00";
"602";"1.2";"tarpsritiniai projektai";"VšĮ";"Modernaus meno centras";"Interaktyvus kultūrinis- edukacinis projektas ""Vilniaus kalbančios skulptūros""";"5000.00";
"603";"1.12";"literatūra";"BĮ";"Mokslo ir enciklopedijų leidybos centras";"Knygos Wladyslaw Tatarkiewicz ""Apie laimę"" leidyba";"4000.00";
"604";"1.12";"literatūra";"BĮ";"Mokslo ir enciklopedijų leidybos centras";"""Mažosios Lietuvos enciklopedinio žinyno"" išleidimas";"3600.00";
"605";"1.12";"literatūra";"BĮ";"Mokslo ir enciklopedijų leidybos centras";"Jono Užpurvio knygos ""Trys kalbinės studijos/ Drei sprachwissenschaftliche Studien"" vertimas į lietuvių kalbą ir parengimas spaudai";"2000.00";
"606";"1.19";"kultūros paveldas";"BĮ";"Mokslo ir enciklopedijų leidybos centras";"Istorinio albumo ""Kunigaikščiai Radvilos"" leidyba";"9800.00";
"607";"1.18";"muziejus";"BĮ";"Molėtų krašto muziejus";"""Smart"" ežerų žvejybos muziejaus kūrimas";"15000.00";
"608";"1.19";"kultūros paveldas";"BĮ";"Molėtų krašto muziejus";"Vertingiausio Molėtų krašto kultūros paveldo viešinimas";"4500.00";
"609";"1.11";"muzika";"BĮ";"Molėtų Kultūros Centras";"Sakralinės muzikos festivalis ""Šlovinkime Viešpatį stygomis ir dūdomis""";"2500.00";
"610";"1.15";"mėgėjų menas";"BĮ";"Molėtų Kultūros Centras";"Rytų Aukštaitijos liaudiškos muzikos ir tautinių šokių šventė ""Aukštaitijos vainikas""";"2500.00";
"611";"1.15";"mėgėjų menas";"BĮ";"Molėtų kultūros centras";"Respublikinis lėlių teatrų festivalis ""Rudnosiukas""";"2000.00";
"612";"1.13";"kinas";"VšĮ";"Monoklis";"Filmo ""Pokalbiai rimtomis temomis"" DVD ir metodinės medžiagos sklaida Lietuvos regionuose";"1500.00";
"613";"1.11";"muzika";"VšĮ";"Muzika Festiva";"Šeštasis tarptautinis vargonų muzikos festivalsi ""Jubilate Deo""";"2000.00";
"614";"1.11";"muzika";"VšĮ";"Muzikos informacijos ir leidybos centras";"Lietuvos kūrybinės muzikos kompaktinių diskų leidyba";"20000.00";
"615";"1.11";"muzika";"VšĮ";"Muzikos informacijos ir leidybos centras";"Lietuvos kūrybinės muzikos aktualių natų leidyba";"10000.00";
"616";"1.11";"muzika";"BĮ";"Nacionalinis muziejus Lietuvos Didžiosios Kunigaikštystės valdovų rūmai";"Canones nonnulli.Marco Scacchi kanonų knyga";"5000.00";
"617";"1.12";"literatūra";"BĮ";"Nacionalinis muziejus Lietuvos Didžiosios Kunigaikštystės valdovų rūmai";"XV a. Lietuvos kunigaikščių portretai Eberharto Windeckes ""Kronikoje"". Pasakojimai ir vaizdai";"7500.00";
"618";"1.6";"teatras";"BĮ";"Nacionalinis Kauno dramos teatras";"Spektaklis „Miškinis“ pagal tikrais faktais paremtą istoriją";"20000.00";
"619";"1.6";"teatras";"BĮ";"Nacionalinis Kauno dramos teatras";"Spektaklis-miuziklas pagal Brechto „Opera už tris skatikus“";"15000.00";
"620";"1.6";"teatras";"BĮ";"Nacionalinis Kauno dramos teatras";"Festivalis „Nerk į teatrą“";"6000.00";
"621";"1.18";"muziejus";"BĮ";"Nacionalinis M. K. Čiurlionio dailės muziejus";"Dalyvaujančiųjų muziejaus principų diegimas: paroda kaip bendravimo forma";"6000.00";
"622";"1.2";"tarpsritiniai projektai";"BĮ";"Nacionalinis M. K. Čiurlionio dailės muziejus";"140-ojo Čiurlionio Jubiliejaus renginiai Nacionaliniame M. K. Čiurlionio dailės muziejuje";"10000.00";
"623";"1.14";"etninė kultūra ir tautodailė";"BĮ";"Nalšios muziejus";"Švenčionių krašto sutartinių sklaida";"3600.00";
"624";"1.11";"muzika";"VšĮ";"Natų knygynas";"Pilno M. K. Čiurlionio fortepijoninių kūrinių natų leidinio leidyba";"3500.00";
"625";"1.11";"muzika";"VšĮ";"Naujasis vargonų forumas";"XIV tarptautinis festivalis ""Vargonų vasara""";"4000.00";
"626";"1.11";"muzika";"VšĮ";"Naujasis vargonų forumas";"VIII-oji tarptautinė ""Vargonų vasaros akademija""";"2000.00";
"627";"1.12";"literatūra";"VšĮ";"Naujasis Židinys- Aidai";"Grožinės literatūros apžvalgos ""Knygų aiduose""";"5000.00";"Administravimo išlaidos"
"628";"1.11";"muzika";"VšĮ";"Naujoji muzikų karta";"Koncertų ir edukacinių susitikimų ciklas ""Klasikinė muzika arčiau žmogaus""";"2500.00";
"629";"1.5";"tarpdisciplininis menas";"Asociacija";"Naujos meno formos";"Tarptautinio audiovizualinio poezijos pavasario TARP-10";"5000.00";
"630";"1.11";"muzika";"VšĮ";"Naujosios muzikos komunikacijos centras";"Zitos Bružaitės kantorijos LUMEN FIDEI CD ir natų leidyba";"5000.00";
"631";"1.11";"muzika";"BĮ";"Naujosios Vilnios kultūros centras";"XI profesionaliosios klasikinės muzikos koncertų ciklas ""Muzika- širdies kalba""";"1750.00";
"632";"1.11";"muzika";"VšĮ";"Nepriklausomi garso režisieriai";"XI muzikos festivalis ""Užutrakio vakarai""";"15000.00";
"633";"1.14";"etninė kultūra ir tautodailė";"BĮ";"Neries regioninio parko direkcija";"Kūrybinės dirbtuvės ""Vilniaus apylinkų tradicinė pastatų puošyba""";"3000.00";
"634";"1.2";"tarpsritiniai projektai";"BĮ";"Neries regioninio parko direkcija";"Renginių ciklas ""2RATU""";"4000.00";
"635";"1.14";"etninė kultūra ir tautodailė";"BĮ";"Neringos istorijos muziejus";"Senųjų amatų dienos Neringoje";"4000.00";
"636";"1.15";"mėgėjų menas";"BĮ";"Nidos kultūros ir turizmo informacijos centras ""Agila""";"XVIII tarptautinis folkloro festivalis Tek sauluže ant maračių";"3000.00";
"637";"1.12";"literatūra";"UAB";"Nieko rimto";"Silvanos de Mari knygos ""Paskutinis orkas"" leidyba";"4000.00";
"638";"1.12";"literatūra";"UAB";"Nieko rimto";"Toscos Menten knygos ""Mumija Dumis ir aukso skarabėjas"" leidyba";"3000.00";
"639";"1.12";"literatūra";"UAB";"Nieko rimto";"Selemono Paltanavičiaus knygos ""Maži ežiuko sapnai"" leidyba";"2800.00";
"640";"1.12";"literatūra";"UAB";"Nieko rimto";"Neringos Vaitkutės knygos ""Šnabždesiai bedugnėje"" leidyba";"2700.00";
"641";"1.11";"muzika";"VšĮ";"Now Art Now Future";"NB8 Art. Lithuania";"4000.00";
"642";"1.5";"tarpdisciplininis menas";"VšĮ";"Nulinis laipsnis";"PARAmetras";"7000.00";
"643";"1.3";"dailė";"Asociacija";"Obelių bendruomenės centras";"Dailininko Justino Vienožinskio tapybos pleneras ""Tik tapyba""";"2000.00";
"644";"1.4";"fotografija";"UAB";"OKTA";"Bespalvis dangus";"1800.00";
"645";"1.6";"teatras";"VšĮ";"OPEROMANIJA";"Šiuolaikinės operos „Geros dienos!“ gastrolės Prancūzijoje";"7000.00";
"646";"1.8";"opera";"VšĮ";"OPEROMANIJA";"6-asis šiuolaikinės operos festivalis NOA (Naujosios operos akcija)";"30000.00";
"647";"1.6";"teatras";"VšĮ";"Oskaro Koršunovo teatras";"Spektaklio pagal Sarah Kane pjesę „Apvalytieji“ pastatymas";"19000.00";
"648";"1.6";"teatras";"VšĮ";"Oskaro Koršunovo teatras";"Spektaklio „Dugne“ dalyvavimas tarptautiniuose teatro festivaliuose „High Fest International Performing Arts Festival“ Jerevane (Armėnija) ir „Tbilisi International Festival or Theatre“ Tbilisyje (Gruzija)";"15000.00";
"649";"1.6";"teatras";"VšĮ";"Oskaro Koršunovo teatras";"Naujausių Oskaro Koršunovo spektaklių sklaida Lietuvos regionuose";"8000.00";
"650";"1.14";"etninė kultūra ir tautodailė";"BĮ";"Pabradės miesto kultūros centras";"Vaikų ir jaunimo folkloro ansamblių festivalis Vaikai vaikai vanagai";"2000.00";
"651";"1.15";"mėgėjų menas";"BĮ";"Pabradės miesto kultūros centras";"Sidabriniai vasaros akordai";"2000.00";
"652";"1.15";"mėgėjų menas";"VšĮ";"Pabradės orkestras";"Vaikų ir jaunimo meistriškumo ugdymo stovykla ""Trimitų vasaros paletė""";"3000.00";
"653";"1.14";"etninė kultūra ir tautodailė";"BĮ";"Pagėgių savivaldybės kultūros centras";"Knygos Lietuvninkų valgiai ir CD disko su autentiškais lietuvninkų prisiminimais apie mitybos tradicijas, leidyba";"4500.00";
"654";"1.14";"etninė kultūra ir tautodailė";"BĮ";"Pakražančio kultūros centras";"Respublikinė sūrių šventė Jurgis, Jorgis ir Jurgelis - skamba jis visom tartelėm";"1000.00";"Ilgalaikio materialiojo ir nematerialiojo turto įsigijimo išlaidos"
"655";"1.14";"etninė kultūra ir tautodailė";"BĮ";"Pakruojo kultūros centras";"Folkloro šventė ""Žiemgala - 2015""";"1500.00";
"656";"1.15";"mėgėjų menas";"BĮ";"Pakruojo kultūros centras";"Skrabalininkų šventė ""Medinis žirgelis""";"2500.00";
"657";"1.19";"kultūros paveldas";"BĮ";"Palomenės kultūros centras";"Palomenės istorijos puslapiai";"4300.00";
"658";"1.11";"muzika";"VšĮ";"Pamario festivaliai";"Hugo Šojaus dvaro festivalis Šilutėje";"3000.00";
"659";"1.12";"literatūra";"BĮ";"Panevėžio apskrities Gabrielės Petkevičaitės-Bitės viešoji biblioteka";"Literatūros ir kino dienos bibliotekoje VI";"2700.00";
"660";"1.16";"biblioteka";"BĮ";"Panevėžio apskrities Gabrielės Petkevičaitės-Bitės viešoji biblioteka";"Biblioteka – regiono kultūros paveldo sklaidos erdvė";"6500.00";
"661";"1.16";"biblioteka";"BĮ";"Panevėžio apskrities Gabrielės Petkevičaitės-Bitės viešoji biblioteka";"Konferencija „Privačioji raštija kaip egodokumentinis paveldas: nuo silva rerum iki šiuolaikinių socialinių tinklų“";"2000.00";
"662";"1.11";"muzika";"VšĮ";"Panevėžio kolegija";"XVI-asis tarptautinis vargonų muzikos festivalis, skirtsa čekų muzikui, pedagogui, vargoninikui Rudolfui Lymanui";"2000.00";
"663";"1.18";"muziejus";"BĮ";"Panevėžio kraštotyros muziejus";"Šiuolaikinėmis technologijomis pažinkime gamtą";"8500.00";
"664";"1.18";"muziejus";"BĮ";"Panevėžio kraštotyros muziejus";"Ilgalaikė ekspozicija ""Panevėžys 1918-1940 m.: Moigių šeimos istorija"". Baigiamasis rengimo etapas";"8000.00";
"665";"1.16";"biblioteka";"BĮ";"Panevėžio miesto savivaldybės viešoji biblioteka";"Aukštaitiška dėlionė";"1432.00";
"666";"1.3";"dailė";"BĮ";"Panevėžio miesto dailės galerija";"Panevėžio tarptautinių keramikos simpoziumų kūrinių rinkinio paroda, katalogas, virtuali ekspozicija";"5000.00";
"667";"1.3";"dailė";"BĮ";"Panevėžio miesto dailės galerija";"Paskaitų ciklas ""Kultūros dinamika: nuo simbolio iki atvaizdo šiuolaikinėje dailėje""";"1600.00";
"668";"1.3";"dailė";"BĮ";"Panevėžio miesto dailės galerija";"Vaikams ir jaunimui skirta kultūrinės edukacijos programa ""Mano dailės kūrinį įkvėpė knyga""";"1000.00";
